,course,url
0,High Meadows Country Club,missing
0,Prairie Hills Golf Course,missing
0,Wind Creek,missing
0,Meadows,missing
0,Lakeview Municipal Golf Course,missing
0,River Islands Golf Club,http://www.riverislandsgolf.com
0,Regulation Course at Mill Creek Golf Club,http://www.millcreekgolfcourse.com/
0,Creek Club,missing
0,Twin Isles Country Club,missing
0,Cumberland Country Club,missing
0,Juniper Golf Club,missing
0,Athens Golf & Country Club,missing
0,Fordyce Country Club,missing
0,Pecks Wildwood Golf Course,missing
0,Caloosa Golf & Country Club,missing
0,Windmill Ridge Golf Course,missing
0,Lakeside Course at Follow Me Golf Course,missing
0,Clifton Fine Municipal Golf Course,missing
0,Saint Petersburg Country Club,missing
0,Concord Country Club,missing
0,Sloan Golf Course,missing
0,Red White Course at Lake Park Golf Club,missing
0,The Challenge Course at ArrowCreek Golf Club,http://www.arrowcreek.com
0,Shawnee Golf Course,missing
0,Highland Lakes Country Club,missing
0,Airport Golf Course,missing
0,Willard Golf Club,missing
0,Lakewood Ranch Golf & Country Club,http://www.lakewoodranchgolf.com
0,East Course at Royce Brook Golf Club,http://www.roycebrook.com
0,Crosby Country Club,missing
0,Roebuck Municipal Golf Course,missing
0,Par Three Course at Amherst Audubon Golf Course,missing
0,Wills Creek Country Club,missing
0,Hidden Hills Golf & Country Club,missing
0,Chamberlyne Country Club,missing
0,Sierra Pines Course at Sun City Roseville Golf Course,missing
0,Hampton Heights Golf Course,missing
0,Crab Meadow Golf Course,missing
0,Eighteen Hole Course at Far Corner Golf Course,missing
0,East Course at Bay Club,http://www.thebayclub.com
0,Show Low Golf Club,missing
0,Aubreys Dubbs Dred Golf Course,http://www.aubreysdubbsdred.com
0,Pleasant Ridge Golf & Country Club,missing
0,Douglas Golf Course,missing
0,Patterson Club,missing
0,"Hillhigh Hotel, Spa & Golf Resort",missing
0,Modesto Creekside Golf Course,missing
0,James Baird State Park Golf Course,missing
0,Regents Glen Country Club,missing
0,Gissom AFB Golf Club,missing
0,Prairie du Chien Country Club,missing
0,Echo Falls Country Club,missing
0,Westbury Country Club,missing
0,Kings Crossing Golf & Country Club,http://www.kingscrossingcc.com
0,Norton Knolls Golf Course,missing
0,Summit Hills Golf Club,missing
0,Monoosnock Country Club,missing
0,Golf Vista Golf Course,missing
0,Middletown Country Club,missing
0,"Treasure Island Golf, Tennis & Recreation Center",missing
0,Ponderosa Springs G C,missing
0,Scottsdale Silverado Golf Club,http://www.scottsdalesilveradogolfclub.com
0,Star Fort National Golf Course,missing
0,Wianno Club,missing
0,9-Hole Course at River Bend Golf Club,http://www.riverbendok.com/index.htm
0,Overpeck County Golf Course,missing
0,Murrysville Golf Club,missing
0,Golden Era Golf Course,missing
0,Maples Course at Woodlake Country Club,http://www.woodlakecc.com
0,Mid Rivers Golf Links,missing
0,St. Clair Shores Country Club,http://www.stclairshores.net/parksrec/golf/right.htm
0,Gilead Highlands Course at Blackledge Country Club,missing
0,Sailfish Point Golf Club,http://www.sailfishpoint.com
0,Auburn Hills Golf Course,missing
0,East Trail Course at Indian Lakes Resort,http://www.golfindianlakes.com/
0,Port Jervis Country Club,missing
0,Babe Didrikson Zaharias Course,missing
0,Old Monterey Golf Club,missing
0,Great White Course at Doral Golf Resort & Spa,http://www.doralgolf.com/golf_section.html?area=courses&amp;subnav=greatwhite
0,Scarlet Oaks Country Club,missing
0,Doral Eaglewood Conference Resort & Spa,missing
0,Cypress Course at Royal Poinciana Golf Club,missing
0,Demopolis Country Club,missing
0,Pinetop Country Club,http://www.pinetopcc.com
0,Silver Lake Golf Club,missing
0,North Course at Crestview Country Club,missing
0,Vail Golf Club,missing
0,Nassawango Country Club,http://www.nassawango.com
0,Date Palm Springs Country Club,missing
0,Grassmere Country Club,missing
0,North Course at La Costa Resort & Spa,http://www.lacosta.com
0,Magic Valley Golf Course,missing
0,Green Course at Golden Horseshoe Golf Club,http://www.colonialwilliamsburg.com/visit/recreation/golf/
0,Salado Del Rio Course at Fort Sam Houston Golf Course,missing
0,High Cliff Golf Course,missing
0,Hawthorne Valley Country Club,missing
0,Rabbits Foot Course at Golf Club of New Orleans at Eastover,missing
0,Dove Canyon Country Club,http://www.dovecanyonclub.com
0,Palm Harbor Golf Club Course at Ocean Hammock Resort,http://www.oceanhammock.com
0,Hidden Hollow Country Club,missing
0,G. E. E. A. A. Golf Course,missing
0,Plumas Pines Golf Resort,http://www.plumaspinesgolf.com
0,Fox Den Golf Course,missing
0,Greenacres Country Club,missing
0,Dunes Course at Glenlakes Golf Club,http://www.glenlakes.com
0,Princeton Golf Club,missing
0,Current River Country Club,missing
0,Shoal Creek Golf Club,missing
0,Black Canyon Golf Club,missing
0,South Park Country Club,missing
0,Nowata Country Club,missing
0,Blue Red Course at Mountain View Golf Course,missing
0,American Course at Bobby Jones Golf Complex,missing
0,Golf Club at Cypress Head,missing
0,Driftwood Resort,missing
0,Cherry Point Golf Course,missing
0,C-Way Golf Club,http://www.thousandislands.com/cway
0,Indigo Lakes Golf Club,http://www.indigolakesgolf.com
0,Riverby Hills Golf Club,missing
0,Chickasha Country Club,missing
0,Geneseo Country Club,missing
0,River Course at Kingsmill Golf Club & Resort,http://www.kingsmill.com/golf/riverHome.asp
0,Southern Hills Golf Club,missing
0,Cardinal Course at Diamondhead Country Club,missing
0,Golden Bear Golf Club,http://www.goldenbear-indigorun.com/golf/index.htm
0,Legends Course at LPGA International,missing
0,Prairie Rose Golf Club,missing
0,Gavilan Golf Course,missing
0,Quail Village Golf Club,missing
0,Bidwell Park Golf Course,missing
0,Quarry Course at Cascades Golf Course,missing
0,South Course at Silver Lake Country Club,missing
0,Moorings Club of Vero Beach,missing
0,Executive Course at Rockland Lake State Park,missing
0,Rolling Hills King Hills Course at Berkeley Hills Country Club,http://www.berkeleyhillscc.org/golf/golf.htm
0,9-Hole Course at Santa Teresa Golf Club,missing
0,Colonial Oaks Golf Course,missing
0,Seaview Country Club,missing
0,Ocean Course at Country Club of New Seabury,http://www.newseabury.com
0,Monte Cristo Golf & Country Club,missing
0,Crystalbrook Golf Course,missing
0,Red Nines 1 & 2 Course at Tumble Brook Country Club,missing
0,Antioch Golf Club,missing
0,Tallgrass Golf Club,http://www.eaglgolf.com
0,Cottonwood Valley Course at TPC Four Seasons Resort Las Colinas,missing
0,Emerald Dunes,http://www.emeralddunes.com
0,Evergreen Golf & Country Club,missing
0,Gillespie Country Club,missing
0,Langdon Country Club,missing
0,Penobscot Valley Country Club,missing
0,Pine Meadows Golf Club,missing
0,Linwood Springs Golf Course,missing
0,Hawthorne Hills Golf Course,missing
0,Towne Country Club,missing
0,Toana Vista Golf Course,missing
0,Brier Creek Country Club,http://www.briercreekcountryclub.com
0,Lake Providence Country Club,missing
0,Peachtree Family Golf Center,missing
0,Ely Golf Club,missing
0,Tulare Golf Course,missing
0,Lake Ridge Course at Eagle Bend Golf Club,missing
0,Tucson Estates Country Club & Golf Course,missing
0,Panther Creek Country Club,missing
0,Pond View Golf Course,http://www.pondviewgolf.com
0,Davis Golf Course,missing
0,Lions Municipal Golf Course,missing
0,Bottom Course at Cliffside Golf Course,missing
0,Greenview Cove Golf Course,missing
0,Palm Course at Walt Disney World Golf Complex,http://www.golf.disneyworld.com
0,Ridge Course at Maple Ridge Golf Club,missing
0,Pine Palm Course at Foxfire Golf Club,missing
0,Honolulu Country Club,http://www.honolulucountryclub.com
0,Litchfield Resort - The River Club,http://www.litchfieldbeach.com
0,Denison Country Club,missing
0,Little Mountain Country Club,missing
0,North South Course at Grand Cypress Resort,http://www.grandcypress.com
0,Barrington Hills Country Club,missing
0,Hickory Meadows Golf Course,http://www.hickorymeadows.com
0,Northridge Country Club,missing
0,The East West Course at Upper Montclair Country Club,missing
0,Deacon   King Course at Woodlands Resort & Country Club,http://www.woodlandsresort.com
0,Boulder Creek Golf Club,missing
0,Blueberry Hills Country Club,missing
0,Laurel Lakes Golf Course,missing
0,Brunswick Golf Club,http://www.brunswickgolfclub.com
0,Parks Course at Courses at Fort Meade,http://www.ftmeadegolf.com
0,Paradise Hills Golf Club,missing
0,North Course at Firestone Country Club,missing
0,Blue Bird Red Fox Course at Cheshire Hills Golf Course,missing
0,Preserve Course at Quail West Golf & Country Club,missing
0,Regulation Course at Olde Homestead Golf Club,http://www.oldehomesteadgolfclub.com
0,Mound Golf Course,missing
0,Greene Country Club,missing
0,New Rockford Golf Club,missing
0,Pickering Valley Golf Club,missing
0,Nicklaus Course at Pinehills Golf Club,http://www.pinehillsgolf.com
0,Huntingdon Country Club,missing
0,United States Naval Academy Golf Club,missing
0,Brookwood Golf Course,missing
0,Loxahatchee Club,missing
0,Avila Beach Resort,http://www.avilabeachresort.com
0,Mountain Royal Course at Indian Palms Country Club,http://www.indianpalms.com
0,Brynwood Country Club,missing
0,White Pine Golf Club,missing
0,Pines Course at Little Crow Country Club,missing
0,Straight River Golf Course,missing
0,Timberlane Country Club,missing
0,Third Nine Course at Montclair Golf Club,missing
0,Gold White Course at Rothland Golf Course,http://www.rothlandgolf.com
0,Lone Pine Country Club,missing
0,Huntsville Country Club,missing
0,Pomme Creek Golf Course,missing
0,Falls Country Club,missing
0,Red White Course at Alpine Golf Course,http://www.alpineresort.com
0,Rock Course at Country Creek Golf Club,missing
0,Rock Harbor Golf Course,http://www.rockharborgolf.com
0,Butternut Farm Golf Club,missing
0,Jennings Mill Country Club,missing
0,Windermere Country Club,http://www.windermeregolf.com
0,Wolferts Roost Country Club,missing
0,Sunbird Golf Resort,missing
0,Eighteen Hole Course at Van Nuys Golf Course,missing
0,Azalea Dogwood Course at Houndslake Country Club,missing
0,Lincoln Homestead State Park,missing
0,White & Blue Course at Rich Valley Golf Club,missing
0,South North Course at Cedar Knoll Country Club,http://www.cedarknollgolf.com
0,Coeur DAlene Public Golf Course,missing
0,Moose River Golf Course,missing
0,Cobbossee Colony Golf,missing
0,Falling River Country Club,missing
0,South North Course at Atlantis Golf Club,missing
0,Benbow Valley RV Resort & Golf Course,missing
0,Bishop Country Club,missing
0,Pheasant Valley Country Club,http://www.pheasantvalley.com
0,Walnut Grove Country Club,missing
0,Augustine Golf Club,http://www.augustinegolf.com
0,The Heritage Course at Ibis Golf & Country Club,http://www.ibisgolf.com
0,Wabeek Country Club,missing
0,Great Smokies Holiday Inn Sun Spree Resort,missing
0,Lakes Golf Club,missing
0,Quail Brook Golf Course,missing
0,Brush Creek Golf Course,missing
0,Red Mountain Golf Course,missing
0,Mid Carolina Club,missing
0,South Haven Country Club,missing
0,Mojalaki Golf Club,http://www.mojalaki.com
0,Lawton Municpal Golf Course,missing
0,Credit Island Golf Course,missing
0,River Run Golf & Country Club,missing
0,Eagle Trace Golf Club,missing
0,Fairview Hills Golf Club,missing
0,Bel Meadow Country Club,http://www.belmeadow.com
0,Angel Fire Resort,http://www.angelfireresort.com
0,Indian Head Golf Course,missing
0,Diamond Lake Golf Course,missing
0,Oaks Course at Twin Lakes,http://www.co.fairfax.va.us/parks/golf/twingolf.htm
0,Montgomery National Golf Club,missing
0,Rip Van Winkle Country Club,missing
0,North Course at Vineyards of Naples,missing
0,Princeton Golf & Country Club,missing
0,Sunland Springs Village,missing
0,The Nine Hole Par 3 Course at Bel-Aire Golf Club,missing
0,Rockaway River Country Club,missing
0,North Course at Hunters Run Golf Course,http://www.huntersrun.net
0,Rhodes Ranch Country Club,http://www.rhodesranch.com
0,Lakes Links Course at Hamptons Golf Course,missing
0,Irwin Front Cate Nine Course at Members Club at St. James Plantation,missing
0,Valley Course at Egypt Valley Country Club,http://www.egyptvalley.com
0,North South Course at Krendale Golf Course,missing
0,Desert Crest Country Club,missing
0,South West Course at Krendale Golf Course,missing
0,Huckleberry Creek Golf Course,missing
0,Princeton Elks Golf Course,missing
0,Alvin C. Ruxer Golf Course,missing
0,Thornblade Club,missing
0,Dominguez Golf & Practice Center,missing
0,Pine Links Golf Club,missing
0,Jackson Golf Club,missing
0,Beacon Ridge Golf & Country Club,missing
0,Social Nine Course at Maddens on Gull Lake,http://www.maddens.com
0,Ahwatukee Country Club,missing
0,Ironwood Acacia Course at Westin Kierland Resort & Spa,http://www.kierlandgolf.com
0,Sugar Hill Golf Club,http://www.sugarhillgolfclub.com
0,Split Rock Golf Club,missing
0,Short Course at Cambrian Ridge,missing
0,Middle Lake Course at Woodbridge Golf & Country Club,missing
0,South East Course at Cascade Hills Country Club,missing
0,Lopez Island Golf Club,missing
0,Golden Ocala Golf Course,missing
0,Adams Golf Club,missing
0,Waters Edge Golf Club,missing
0,Cherokee National Golf Course,missing
0,Red Fox Run Golf Course,missing
0,Nine Hole Course at Eastland Green South,missing
0,Blackfoot Municipal Golf Course,missing
0,South Par 3 Course at Alondra Park Golf Course,http://parks.co.la.ca.us/alondra.html
0,Cape Fear Country Club,missing
0,Vanity Fair Golf & Tennis Club,missing
0,McCamey Country Club,missing
0,University of New Mexico - North Course,missing
0,Winagamie Golf Club,http://www.winagamiegolf.com
0,West South Course at Deltura Country Club,missing
0,Hannah Country Club,missing
0,Blue Red Course at White Eagle Golf Club,missing
0,Sand Hills Golf Club,http://www.sandhillsgolfshop.com
0,Wendell Coffee Golf Center,missing
0,Wolf Mountain Golf Club,missing
0,DeGray State Park Golf Course,missing
0,Mill Quarter Plantation Country Club,missing
0,Columbia Hills Country Club,missing
0,Links at Poland Spring,http://www.polandspringinns.com
0,Skenandoa Club,missing
0,Rancho Carlsbad Country Club,missing
0,The Honors Course at Oak Pointe Country Club,http://www.oak-pointe.com
0,Pointe Hilton Golf Club on Lookout Mtn,missing
0,Hales Location Country Club,missing
0,Glen View Club,missing
0,Gun Ridge Golf Course,missing
0,Willoughby Golf Club,missing
0,Idylwild Golf Club,missing
0,Tournament Course at Burns Park Golf Course,missing
0,Spreading Antlers Golf Course,missing
0,The North Course at Palm Beach Polo & Country Club,missing
0,San Diego Country Club,missing
0,Farwell Country Club,missing
0,Twin Birch Golf Club,missing
0,Sah-Hah-Lee Golf Course,http://www.sah-hah-lee.com
0,Soldier Mountain Ranch & Resort,missing
0,Northfield Country Club,missing
0,Hamlin Golf Course,missing
0,Lakes Pines Course at Colonial Springs Golf Course,missing
0,The Ridge The Valley Course at Ironwood Golf Club,http://www.ironwoodgc.com
0,Sharon Heights Golf & Country Club,missing
0,Sherbrooke Golf & Country Club,missing
0,Oaks Course at Little Crow Country Club,missing
0,Shamrock Golf Club,missing
0,New Mexico Tech Golf Course,http://www.nmt.edu/mainpage/facil/nmtgolf.html
0,Meadowcreek Dogwood Course at Lancaster Country Club,missing
0,Island Dunes Country Club,missing
0,Beaver Valley Golf Course,missing
0,Benbrook 3 Par,missing
0,Trophy Club of Apalachee,http://www.trophyclubapalachee.com
0,Oaks Course at Woodlands Resort & Country Club,http://www.woodlandsresort.com/oaks.aspx
0,Punxsutawney Country Club,missing
0,Carlinville Country Club,missing
0,Ragged Mountain Golf Club,http://www.ragged-mt.com
0,Bridges Golf Club,missing
0,Montlake Golf Course,missing
0,Rice Lake Golf & Country Club,missing
0,Eighteen Course at Tony Butler Golf Course,missing
0,Monarch Golf Club at Royal High,missing
0,Christmas Lake Golf Course,http://www.christmaslake.com
0,Mastick Woods Golf Course,missing
0,Town & Country Golf Course,missing
0,Quail Course at Quail Creek Country Club,missing
0,Executive Course at Clear Lake Riviera Yacht & Golf Club,missing
0,Hesston Municipal Golf Park,http://www.hesstongolf.com
0,Juniper Hills Golf Course,missing
0,Blue Red Course at Limekiln Golf Course,missing
0,West Course at Six-S Golf Course,missing
0,Vicksburg Country Club,missing
0,Pepperidge Tree Golf Course,missing
0,Piney Branch Country Club,missing
0,Crow Valley Golf Club,missing
0,Wawasee Golf & Country Club,missing
0,Nine Springs Golf Course,missing
0,Country Meadows Golf Course,missing
0,Island Pines Golf Club,missing
0,Emerald at Maple Creek,missing
0,Hickam Par Three Golf Course,missing
0,Ocean Dunes Golf Links,missing
0,William J. Devine Franklin Park Golf Course,http://www.sterlinggolf.com
0,Lakes Mesa Course at Isleta Eagle Golf Course,missing
0,Pitch And Putt Course at Evergreen Golf Course Inc.,missing
0,Brookside Lakeside Course at Lone Pine Golf Club,missing
0,Santa Clara Golf & Tennis Club,missing
0,Hilldale Golf Club,http://www.hilldalegolf.com
0,Bucks County Country Club,http://www.golfbucks.com
0,Peddie School Golf Course,missing
0,Fairfield Glades Druid Hills Country Club,missing
0,Cherry Island Golf Course,http://www.empiregolf.com/empire/cherryisland/default.asp
0,Jackal Golf Club at Mount Brighton,http://www.jackalgolfclub.com
0,Toqua Golf Club,missing
0,Maplegate Country Club,http://www.maplegate.com
0,Mangrove Bay Golf Course,missing
0,Napa Valley Country Club,missing
0,Candlewood Country Club,missing
0,Pleasanton Country Club,missing
0,Chisholm Hills Golf Club,missing
0,Blue Course at Langley AFB Eaglewood Golf Course,missing
0,Moscow Elks Golf Club,missing
0,Sugarloaf Golf Club & Resort,missing
0,Preserve Meadows Course at Medallion Club,http://www.medallionclub.com
0,Shaker Ridge Country Club,missing
0,Lagoon Legend Course at Marriotts Bay Point Resort,http://www.baypointgolf.com
0,Links Course at Nemacolin Woodlands Resort,http://www.nwlr.com
0,North Adams Country Club,missing
0,McConnellsville Golf Club,missing
0,Lake Marsh Course at Bluewater Bay Resort,http://www.bwbresort.com
0,Jenkins Golf Course,missing
0,Summersett Golf Club,missing
0,East Course at Inverrary Country Club,http://www.inverrarygolf.com
0,Sunset Hills Public Golf Course,http://www.charlottepublicgolf.com
0,Lakes Pines Course at Star Hill Golf & Country Club,missing
0,Ivy Hills Country Club,missing
0,Wildcat Cliffs Country Club,missing
0,Fort McPherson Golf Course,missing
0,Whispering Winds Golf Club,missing
0,Woods Course at Kingsmill Golf Club & Resort,http://www.kingsmill.com/golf/woods1.asp
0,Tahkodah Hills Golf Course,missing
0,Bridgewood Golf Club,missing
0,Mission Bay Golf Course,missing
0,Gateway National Golf Links,http://www.gatewaynational.com
0,Aqua Marine Resort & Country Club,missing
0,Raptor Course at Grayhawk Golf Club,http://www.grayhawk.com
0,MeadowBrook Golf Course,missing
0,North East Course at Green Tree Country Club,missing
0,Forest Oaks Country Club,missing
0,Southpointe Golf Club,http://www.southpointegolfclub.com
0,Baywood Greens,http://www.baywoodgreens.com
0,Executive Nine Course at Players Club,missing
0,Pine Crest Golf,missing
0,South West Course at Elmridge Golf Club,missing
0,DeQueen Country Club,missing
0,Bridges Lakeview Course at Waushara Country Club,missing
0,Burnt Pine Golf Club Course at Sandestin Resort,http://www.sandestin.com
0,Statlers Fun Center,missing
0,Blue Heron Hills Country Club,missing
0,Timber Trails Golf Club,missing
0,Pines Valley Course at Colonial Springs Golf Course,missing
0,Back & West Course at Southern Hills Country Club,missing
0,Lakin Country Club,missing
0,Royal City Public Golf Course,missing
0,Tanna Farms Golf Club,http://www.tannafarms.com
0,Elk County Country Club,missing
0,Blue White Course at Lake Windsor Golf Club,http://www.lakewindsor.com
0,Laurel Hill Golf Course,missing
0,Sandpines Golf Links,http://www.sandpines.com
0,Club Valley Course at Farmstead Golf & Country Club,missing
0,Grant Park Golf Club,missing
0,Gold Course at Shangri-La Resort,missing
0,Dolphin Lakes Course at Cocoa Beach Country Club,http://www.golfcocoabeach.com
0,Valleyside Lakeside Course at Valley Hill Country Club,missing
0,Reese Golf Center,missing
0,Nine Hole Course at Race Brook Country Club,missing
0,Marlborough Golf Club,http://www.marlboroughgolfclub.com
0,Sunnyside Country Club,missing
0,Plymouth Country Club,missing
0,Zumbro Valley Golf Club,missing
0,North East Course at Scottsdale Country Club,missing
0,Turnberry Country Club,missing
0,San Pedro Golf Course,http://www.sanpedrogolf.com
0,Rossmoor Golf Course,missing
0,Jacksonville Golf & Country Club,http://www.jaxgcc.com
0,Inwood Golf Course,missing
0,Blythe Golf Course,missing
0,Veterans Administration Golf Course,missing
0,Little Club,missing
0,Timber Lake Golf Course,missing
0,Meadows Golf Club of Blue Island,missing
0,Par 3 on 93 Golf Course,missing
0,Bald Head Island Country Club,http://www.baldheadisland.com
0,Blue White Course at Butterfield Country Club,missing
0,Fort Collins Country Club,http://www.fcgolf.org
0,Ridge Course at Oxmoor Valley Golf Course,http://www.rtjgolf.com/trail/
0,Catta Verdera Golf Club,http://www.cattaverdera.com
0,Rhodes Ranch Golf Club,http://www.rhodesranch.com
0,Scharenbergs White Lake Golf Resort,http://www.wisvacations.com/scharenbergs
0,Executive Course at Scherwood Golf,http://www.scherwoodgolf.com
0,Silver Course at Eisenhower Golf Course,missing
0,Green Blue Course at Twenty-Seven Flags Golf Course,missing
0,Westbrook Village Country Club,missing
0,Bronzwood Golf Club,missing
0,Headland Country Club,http://www.headlandcountryclub.org
0,Jefferson Landing on the New River,http://golf.jeffersonlandingclub.com
0,Paradise Valley Country Club,missing
0,Palms Golf Club,missing
0,Spyglass Hill Golf Course,http://www.pebblebeach.com
0,Falcon Golf Club,missing
0,Sparrow Hawk Golf Course,missing
0,Royal Palms Golf Course,missing
0,West Course at Fontainebleau Park Golf Course,missing
0,Royal Oaks Golf Club,missing
0,Regulation Course at Pleasant Valley Country Club,missing
0,Lowlands Course at Mississippi National Golf Links,missing
0,Gleneagle Golf Course,missing
0,Flint Hills National Golf Club,missing
0,Menlo Country Club,missing
0,Lead Belt Golf Club,missing
0,Grenada Country Club,missing
0,Regulation Course at Jefferson Park Golf Club,missing
0,Quail Valley Golf Course,missing
0,Lakeside Course at Blackhawk Country Club,missing
0,Kennett Square Golf & Country Club,missing
0,East Eighteen Course at Hidden Valley Country Club,missing
0,Nine Hole Course at Outdoor Resort & Country Club,missing
0,Waveland Municipal Golf Course,missing
0,Las Posas Country Club,missing
0,Country Club of Blue Springs,missing
0,Pine Needles Country Club,missing
0,Beverly Golf & Tennis Club,missing
0,Blowing Rock Country Club,missing
0,Leisureville Fairway,missing
0,Blue Green Course at Fort Lewis Golf Course,missing
0,Hartefeld National Golf Course,http://www.hartefeldnational.com
0,Saluda Valley Country Club,missing
0,Alder Creek Golf Course & Country Inn,missing
0,Southwestern Lakes Country Club,missing
0,Williston Highlands Golf & Country Club,missing
0,Canyon Course at Meadowbrook Golf Complex,missing
0,Elk Ridge Golf Course,http://www.elkridgegolf.com
0,Grand Summit Golf & Country Club,http://www.lindseymanagement.com/golfcourse.asp?ID=2&amp;sid=40&amp;GolfCourse=40
0,Red Eagle Golf Course,http://www.redeaglegolf.com
0,North Course at Quail Ridge Country Club,missing
0,Crosswoods Golf Course,missing
0,Links of Whispering Woods,missing
0,Flynn Centennial Course at Huntingdon Valley Country Club,http://www.hvccpa.org
0,Salt Creek Golf Club,missing
0,East North Course at Maple Leaf Golf Course,http://www.golfmapleleaf.com
0,Bear Den Mountain Course at Chenal Country Club,http://www.chenalcc.com
0,Executive Course at Saratoga Spa State Park,missing
0,Scenic View Golf Course,missing
0,SpurWing Country Club,missing
0,Alderbrook Golf Course,missing
0,Bull Run Antietam Course at Fairfax National Golf Club,missing
0,Desert Highlands Golf Club,missing
0,American Legion Park Par 3 Golf Course,missing
0,Championship Course at Brentwood Country Club,missing
0,Bay Valley Hotel & Resort,missing
0,Wing Park Golf Course,missing
0,Ridgemont Country Club,missing
0,Marshall Country Club,missing
0,Inlet Golf Club,missing
0,Minnesuing Acres Conference Center,missing
0,Meadows at Middlesex,missing
0,Orleans Country Club,missing
0,BlackHorse Course at Bayonet Black Horse Golf Course,http://www.bayonetblackhorse.com
0,Scholl Canyon Golf & Tennis Club,missing
0,Breezy Point Executive Golf Course,missing
0,Sunridge Golf Club,missing
0,Wapicada Golf Club,missing
0,Delphi Falls Golf Course,missing
0,Stonycroft Hills Club,missing
0,East South Course at Old Oakland Golf Club,missing
0,Eugene Country Club,missing
0,Flamingo Course at Lely Flamingo Island Club,http://www.lely-resort.com
0,Circle Inn Golf Links,missing
0,La Mesa Country Club,missing
0,Cypress Run Golf Club,http://www.cypressrun.com
0,Sandy Point Golf Club,missing
0,Louisville Country Club,missing
0,Willowdale Golf Course,missing
0,Hobson Grove Municipal Golf Course,missing
0,Middle Nine Back Nine Course at Enger Park Golf Course,missing
0,Beau Pre Golf Club,missing
0,San Ramon Royal Vista Golf Course,missing
0,Portland Meadows Golf Course,missing
0,Deer Run Golf Course & Resort,missing
0,Falcon Ridge Golf Club,http://www.golffalconridge.com
0,Golf Club at Bradshaw Farm,http://www.bradshawfarmgc.com
0,Blackhead Mountain Lodge & Country Club,missing
0,Forrest Crossing Golf Club,missing
0,Santa Anita Golf Course,http://parks.co.la.ca.us/santa_anita.html
0,Rich Maiden Golf Course,missing
0,Trumbull Country Club,missing
0,Golf Club at Wescott Plantation,missing
0,Bel-Mar Country Club,http://www.belmarcc.com
0,Triple Creek Golf Club,missing
0,National   Signature Course at National Golf Club of Kansas City,http://www.thenationalgolfclub.com
0,Edgewater Country Club,missing
0,First Nine Second Nine Course at Cloverleaf Golf Club,missing
0,The Bobcat Course at Plantation Golf & Country Club,missing
0,Stonewall Golf Club,http://www.stonewallgolfclub.com
0,White Plains Golf Course,missing
0,Lakes Course at North Ridge Country Club,missing
0,Pleasanton Fairways Golf Course,missing
0,Lynx National Golf Course,missing
0,Championship Course at Heather Highlands Golf Club,missing
0,Olde Stonewall Golf Club,http://www.oldestonewall.com
0,Mountain Lake Course at Cinnabar Hills Golf Club,http://www.cinnabarhills.com
0,Polo Park East,missing
0,Country Club of Darien,missing
0,Vesper Country Club,missing
0,Club at Renaissance,http://www.renaissancegallery.net/TheCourse.aspx
0,Links at Stono Ferry,missing
0,Battle Creek Country Club,missing
0,Pelican Lakes Golf & Country Club,missing
0,Walla Walla Country Club,missing
0,Town & Country Golf Club,missing
0,Jackson Hole Golf & Tennis Club,http://www.gtlc.com/Golf.htm
0,Eaglewood Golf Club,missing
0,Minnehaha Country Club,missing
0,Littlefield Country Club,missing
0,Minebrook Golf Club,missing
0,Panther Creek Golf Club,missing
0,Riverlanding at Sandy Ridge,missing
0,Fiddlers Green Golf Club,missing
0,Tradition Course at Cypresswood Golf Club,http://www.cypresswood.com
0,Mattawang Golf Club,http://www.mattawang-golf.com
0,Birch Tree Golf Course,missing
0,Links Course at Lake Placid Club Resort,http://www.lpresort.com
0,Kenny Perrys Country Creek Golf Course,http://www.kpcountrycreek.com
0,Sawgrass Turnberry Course at Waterford Golf Club,missing
0,Desert Hills Municipal Golf Course,missing
0,Best Western Park Mammoth Resort,missing
0,Haskell Country Club,missing
0,Niobrara Country Club,missing
0,Sycamore Creek Country Club,missing
0,Bardmoor Golf & Tennis Club,http://www.bardmoorgolf.com
0,Kettenring Country Club,missing
0,Legendary Run,http://www.legendaryrungolf.com
0,Galloway National Golf Club,http://www.gallowaynationalgolf.com
0,Augusta Country Club,missing
0,Wildcat Creek Sports Center,http://www.wildcatgolf.com
0,Blue Mash Golf Club,http://www.bluemash.com
0,Cedar Hill Golf Club,missing
0,Dearborn Country Club,missing
0,Maple Bluff Country Club,missing
0,Lake Calhoun Golf Course,missing
0,Bensalem Country Club,missing
0,North Mesquite Golf Course,missing
0,East Course at Oak Knolls Golf Club,missing
0,Kodiak Black Bear Course at Bear Trap Dunes Golf Club,http://www.beartrapdunes.com
0,Peacock Gap Country Club,missing
0,Windy Hill Golf Hill Par 3,missing
0,Marshall County Recreation Center,missing
0,Black Knight Country Club,missing
0,Chancellors Course At The Georgia Club,http://www.thegeorgiaclub.com
0,Red White Course at River Bend Golf Course,missing
0,Village Green Golf Course,missing
0,Darlington Golf Course,missing
0,Palisades Golf Course,missing
0,Dunes at Maui Lani Golf Course,http://www.dunesatmauilani.com
0,Beechwood Golf Course,missing
0,Maple Hill Golf Course,http://www.maplehillgc.com
0,St. Mikes Golf Course,missing
0,Georgia Veterans Memorial State Park,missing
0,Rail Golf Club,http://www.railgolf.com
0,Birnamwood Public Golf Course,missing
0,Forest Greens Golf Club,http://www.forestgreens.com
